kommuneCode,code,parentCode,level,name,shortName,notes,validFrom,validTo
301,3010100,,1,Sentrum 1,,,,
301,3010101,3010100,2,Sentrum 1  - Rode 1,,,,
301,3010102,3010100,2,Sentrum 1  - Rode 2,,,,
301,3010103,3010100,2,Sentrum 1  - Rode 3,,,,
301,3010104,3010100,2,Sentrum 1  - Rode 4,,,,
301,3010105,3010100,2,Sentrum 1  - Rode 5,,,,
301,3010200,,1,Sentrum 2,,,,
301,3010201,3010200,2,Sentrum 2  - Rode 1,,,,
301,3010202,3010200,2,Sentrum 2  - Rode 2,,,,
301,3010204,3010200,2,Sentrum 2  - Rode 4,,,,
301,3010205,3010200,2,Sentrum 2  - Rode 5,,,,
301,3010206,3010200,2,Sentrum 2  - Rode 6,,,,
301,3010207,3010200,2,Sentrum 2  - Rode 7,,,,
301,3010208,3010200,2,Sentrum 2  - Rode 8,,,,
301,3010209,3010200,2,Sentrum 2  - Rode 9,,,,
301,3010210,3010200,2,Sentrum 2  - Rode 10,,,,
301,3010211,3010200,2,Sentrum 2  - Rode 11,,,,
301,3010212,3010200,2,Sentrum 2  - Rode 12,,,,
301,3010213,3010200,2,Sentrum 2  - Rode 13,,,,
301,3010300,,1,Sentrum 3,,,,
301,3010301,3010300,2,Sentrum 3  - Rode 1,,,,
301,3010302,3010300,2,Sentrum 3  - Rode 2,,,,
301,3010303,3010300,2,Sentrum 3  - Rode 3,,,,
301,3010304,3010300,2,Sentrum 3  - Rode 4,,,,
301,3010305,3010300,2,Sentrum 3  - Rode 5,,,,
301,3010306,3010300,2,Sentrum 3  - Rode 6,,,,
301,3010307,3010300,2,Sentrum 3  - Rode 7,,,,
301,3010308,3010300,2,Sentrum 3  - Rode 8,,,,
301,3010309,3010300,2,Sentrum 3  - Rode 9,,,,
301,3010310,3010300,2,Sentrum 3  - Rode 10,,,,
301,3010400,,1,Filipstad,,,,
301,3010401,3010400,2,Filipstad,,,,
301,3010500,,1,Skillebekk,,,,
301,3010501,3010500,2,Skillebekk Rode 1,,,,
301,3010502,3010500,2,Skillebekk Rode 2,,,,
301,3010503,3010500,2,Skillebekk Rode 3,,,,
301,3010504,3010500,2,Skillebekk Rode 4,,,,
301,3010600,,1,Frogner,,,,
301,3010601,3010600,2,Frogner Rode 1,,,,
301,3010602,3010600,2,Frogner Rode 2,,,,
301,3010603,3010600,2,Frogner Rode 3,,,,
301,3010604,3010600,2,Frogner Rode 4,,,,
301,3010605,3010600,2,Frogner Rode 5,,,,
301,3010606,3010600,2,Frogner Rode 6,,,,
301,3010607,3010600,2,Frogner Rode 7,,,,
301,3010608,3010600,2,Frogner Rode 8,,,,
301,3010609,3010600,2,Frogner Rode 9,,,,
301,3010610,3010600,2,Frogner Rode 10,,,,
301,3010611,3010600,2,Frogner Rode 11,,,,
301,3010612,3010600,2,Frogner Rode 12,,,,
301,3010613,3010600,2,Frogner Rode 13,,,,
301,3010614,3010600,2,Frogner Rode 14,,,,
301,3010700,,1,Uranienborg,,,,
301,3010701,3010700,2,Uranienborg Rode 1,,,,
301,3010702,3010700,2,Uranienborg Rode 2,,,,
301,3010703,3010700,2,Uranienborg Rode 3,,,,
301,3010704,3010700,2,Uranienborg Rode 4,,,,
301,3010705,3010700,2,Uranienborg Rode 5,,,,
301,3010706,3010700,2,Uranienborg Rode 6,,,,
301,3010707,3010700,2,Uranienborg Rode 7,,,,
301,3010708,3010700,2,Uranienborg Rode 8,,,,
301,3010709,3010700,2,Uranienborg Rode 9,,,,
301,3010710,3010700,2,Uranienborg Rode 10,,,,
301,3010800,,1,Homansbyen,,,,
301,3010801,3010800,2,Homansbyen Rode 1,,,,
301,3010802,3010800,2,Homansbyen Rode 2,,,,
301,3010803,3010800,2,Homansbyen Rode 3,,,,
301,3010804,3010800,2,Homansbyen Rode 4,,,,
301,3010805,3010800,2,Homansbyen Rode 5,,,,
301,3010806,3010800,2,Homansbyen Rode 6,,,,
301,3010807,3010800,2,Homansbyen Rode 7,,,,
301,3010808,3010800,2,Homansbyen Rode 8,,,,
301,3010809,3010800,2,Homansbyen Rode 9,,,,
301,3010900,,1,Majorstuen,,,,
301,3010901,3010900,2,Majorstuen Rode 1,,,,
301,3010902,3010900,2,Majorstuen Rode 2,,,,
301,3010903,3010900,2,Majorstuen Rode 3,,,,
301,3010904,3010900,2,Majorstuen Rode 4,,,,
301,3010905,3010900,2,Majorstuen Rode 5,,,,
301,3010906,3010900,2,Majorstuen Rode 6,,,,
301,3010907,3010900,2,Majorstuen Rode 7,,,,
301,3010908,3010900,2,Majorstuen Rode 8,,,,
301,3010909,3010900,2,Majorstuen Rode 9,,,,
301,3010910,3010900,2,Majorstuen Rode 10,,,,
301,3010911,3010900,2,Majorstuen Rode 11,,,,
301,3010912,3010900,2,Majorstuen Rode 12,,,,
301,3010913,3010900,2,Majorstuen Rode 13,,,,
301,3011000,,1,Marienlyst,,,,
301,3011001,3011000,2,Marienlyst,,,,
301,3011100,,1,Fagerborg,,,,
301,3011101,3011100,2,Fagerborg Rode 1,,,,
301,3011102,3011100,2,Fagerborg Rode 2,,,,
301,3011103,3011100,2,Fagerborg Rode 3,,,,
301,3011104,3011100,2,Fagerborg Rode 4,,,,
301,3011105,3011100,2,Fagerborg Rode 5,,,,
301,3011106,3011100,2,Fagerborg Rode 6,,,,
301,3011200,,1,St.hanshaugen,,,,
301,3011201,3011200,2,St.hanshaugen Rode 1,,,,
301,3011202,3011200,2,St.hanshaugen Rode 2,,,,
301,3011203,3011200,2,St.hanshaugen Rode 3,,,,
301,3011204,3011200,2,St.hanshaugen Rode 4,,,,
301,3011205,3011200,2,St.hanshaugen Rode 5,,,,
301,3011206,3011200,2,St.hanshaugen Rode 6,,,,
301,3011207,3011200,2,St.hanshaugen Rode 7,,,,
301,3011208,3011200,2,St.hanshaugen Rode 8,,,,
301,3011209,3011200,2,St.hanshaugen Rode 9,,,,
301,3011210,3011200,2,St.hanshaugen Rode 10,,,,
301,3011211,3011200,2,St.hanshaugen Rode 11,,,,
301,3011300,,1,Gamle Aker,,,,
301,3011301,3011300,2,Gamle Aker Rode 1,,,,
301,3011302,3011300,2,Gamle Aker Rode 2,,,,
301,3011303,3011300,2,Gamle Aker Rode 3,,,,
301,3011304,3011300,2,Gamle Aker Rode 4,,,,
301,3011305,3011300,2,Gamle Aker Rode 5,,,,
301,3011400,,1,Ila,,,,
301,3011401,3011400,2,Ila Rode 1,,,,
301,3011402,3011400,2,Ila Rode 2,,,,
301,3011403,3011400,2,Ila Rode 3,,,,
301,3011404,3011400,2,Ila Rode 4,,,,
301,3011405,3011400,2,Ila Rode 5,,,,
301,3011406,3011400,2,Ila Rode 6,,,,
301,3011500,,1,Lindern,,,,
301,3011501,3011500,2,Lindern Rode 1,,,,
301,3011502,3011500,2,Lindern Rode 2,,,,
301,3011503,3011500,2,Lindern Rode 3,,,,
301,3011504,3011500,2,Lindern Rode 4,,,,
301,3011600,,1,Sagene,,,,
301,3011601,3011600,2,Sagene Rode 1,,,,
301,3011602,3011600,2,Sagene Rode 2,,,,
301,3011603,3011600,2,Sagene Rode 3,,,,
301,3011604,3011600,2,Sagene Rode 4,,,,
301,3011605,3011600,2,Sagene Rode 5,,,,
301,3011606,3011600,2,Sagene Rode 6,,,,
301,3011607,3011600,2,Sagene Rode 7,,,,
301,3011700,,1,Bjølsen,,,,
301,3011701,3011700,2,Bjølsen Rode 1,,,,
301,3011702,3011700,2,Bjølsen Rode 2,,,,
301,3011703,3011700,2,Bjølsen Rode 3,,,,
301,3011704,3011700,2,Bjølsen Rode 4,,,,
301,3011705,3011700,2,Bjølsen Rode 5,,,,
301,3011706,3011700,2,Bjølsen Rode 6,,,,
301,3011707,3011700,2,Bjølsen Rode 7,,,,
301,3011708,3011700,2,Bjølsen Rode 8,,,,
301,3011709,3011700,2,Bjølsen Rode 9,,,,
301,3011800,,1,Sandaker,,,,
301,3011801,3011800,2,Sandaker Rode 1,,,,
301,3011803,3011800,2,Sandaker Rode 3,,,,
301,3011804,3011800,2,Sandaker Rode 4,,,,
301,3011900,,1,Åsen,,,,
301,3011901,3011900,2,Åsen Rode 1,,,,
301,3011902,3011900,2,Åsen Rode 2,,,,
301,3011903,3011900,2,Åsen Rode 3,,,,
301,3011904,3011900,2,Åsen Rode 4,,,,
301,3011906,3011900,2,Åsen Rode 6,,,,
301,3011907,3011900,2,Åsen Rode 7,,,,
301,3011908,3011900,2,Åsen Rode 8,,,,
301,3011909,3011900,2,Åsen Rode 9,,,,
301,3011910,3011900,2,Åsen Rode 10,,,,
301,3012000,,1,Torshov,,,,
301,3012001,3012000,2,Torshov Rode 1,,,,
301,3012002,3012000,2,Torshov Rode 2,,,,
301,3012003,3012000,2,Torshov Rode 3,,,,
301,3012004,3012000,2,Torshov Rode 4,,,,
301,3012005,3012000,2,Torshov Rode 5,,,,
301,3012006,3012000,2,Torshov Rode 6,,,,
301,3012007,3012000,2,Torshov Rode 7,,,,
301,3012008,3012000,2,Torshov Rode 8,,,,
301,3012009,3012000,2,Torshov Rode 9,,,,
301,3012010,3012000,2,Torshov Rode 10,,,,
301,3012011,3012000,2,Torshov Rode 11,,,,
301,3012012,3012000,2,Torshov Rode 12,,,,
301,3012100,,1,Sinsen,,,,
301,3012101,3012100,2,Sinsen Rode 1,,,,
301,3012102,3012100,2,Sinsen Rode 2,,,,
301,3012103,3012100,2,Sinsen Rode 3,,,,
301,3012104,3012100,2,Sinsen Rode 4,,,,
301,3012105,3012100,2,Sinsen Rode 5,,,,
301,3012106,3012100,2,Sinsen Rode 6,,,,
301,3012107,3012100,2,Sinsen Rode 7,,,,
301,3012108,3012100,2,Sinsen Rode 8,,,,
301,3012109,3012100,2,Sinsen Rode 9,,,,
301,3012200,,1,Rodeløkka,,,,
301,3012201,3012200,2,Rodeløkka Rode 1,,,,
301,3012202,3012200,2,Rodeløkka Rode 2,,,,
301,3012203,3012200,2,Rodeløkka Rode 3,,,,
301,3012204,3012200,2,Rodeløkka Rode 4,,,,
301,3012205,3012200,2,Rodeløkka Rode 5,,,,
301,3012206,3012200,2,Rodeløkka Rode 6,,,,
301,3012207,3012200,2,Rodeløkka Rode 7,,,,
301,3012208,3012200,2,Rodeløkka Rode 8,,,,
301,3012209,3012200,2,Rodeløkka Rode 9,,,,
301,3012300,,1,Grünerløkka,,,,
301,3012301,3012300,2,Grünerløkka Rode 1,,,,
301,3012302,3012300,2,Grünerløkka Rode 2,,,,
301,3012303,3012300,2,Grünerløkka Rode 3,,,,
301,3012304,3012300,2,Grünerløkka Rode 4,,,,
301,3012305,3012300,2,Grünerløkka Rode 5,,,,
301,3012306,3012300,2,Grünerløkka Rode 6,,,,
301,3012307,3012300,2,Grünerløkka Rode 7,,,,
301,3012308,3012300,2,Grünerløkka Rode 8,,,,
301,3012309,3012300,2,Grünerløkka Rode 9,,,,
301,3012310,3012300,2,Grünerløkka Rode 10,,,,
301,3012311,3012300,2,Grünerløkka Rode 11,,,,
301,3012312,3012300,2,Grünerløkka Rode 12,,,,
301,3012313,3012300,2,Grünerløkka Rode 13,,,,
301,3012400,,1,Tøyen,,,,
301,3012401,3012400,2,Tøyen Rode 1,,,,
301,3012402,3012400,2,Tøyen Rode 2,,,,
301,3012403,3012400,2,Tøyen Rode 3,,,,
301,3012404,3012400,2,Tøyen Rode 4,,,,
301,3012405,3012400,2,Tøyen Rode 5,,,,
301,3012406,3012400,2,Tøyen Rode 6,,,,
301,3012407,3012400,2,Tøyen Rode 7,,,,
301,3012408,3012400,2,Tøyen Rode 8,,,,
301,3012409,3012400,2,Tøyen Rode 9,,,,
301,3012410,3012400,2,Tøyen Rode 10,,,,
301,3012500,,1,Grønland,,,,
301,3012502,3012500,2,Grønland Rode 2,,,,
301,3012503,3012500,2,Grønland Rode 3,,,,
301,3012504,3012500,2,Grønland Rode 4,,,,
301,3012505,3012500,2,Grønland Rode 5,,,,
301,3012506,3012500,2,Grønland Rode 6,,,,
301,3012507,3012500,2,Grønland Rode 7,,,,
301,3012508,3012500,2,Grønland Rode 8,,,,
301,3012509,3012500,2,Grønland Rode 9,,,,
301,3012600,,1,Kampen,,,,
301,3012601,3012600,2,Kampen Rode 1,,,,
301,3012602,3012600,2,Kampen Rode 2,,,,
301,3012603,3012600,2,Kampen Rode 3,,,,
301,3012604,3012600,2,Kampen Rode 4,,,,
301,3012605,3012600,2,Kampen Rode 5,,,,
301,3012606,3012600,2,Kampen Rode 6,,,,
301,3012607,3012600,2,Kampen Rode 7,,,,
301,3012608,3012600,2,Kampen Rode 8,,,,
301,3012609,3012600,2,Kampen Rode 9,,,,
301,3012610,3012600,2,Kampen Rode 10,,,,
301,3012700,,1,Vålerenga,,,,
301,3012701,3012700,2,Vålerenga Rode 1,,,,
301,3012702,3012700,2,Vålerenga Rode 2,,,,
301,3012703,3012700,2,Vålerenga Rode 3,,,,
301,3012704,3012700,2,Vålerenga Rode 4,,,,
301,3012705,3012700,2,Vålerenga Rode 5,,,,
301,3012706,3012700,2,Vålerenga Rode 6,,,,
301,3012800,,1,Gamlebyen,,,,
301,3012801,3012800,2,Gamlebyen Rode 1,,,,
301,3012802,3012800,2,Gamlebyen Rode 2,,,,
301,3012803,3012800,2,Gamlebyen Rode 3,,,,
301,3012804,3012800,2,Gamlebyen Rode 4,,,,
301,3012805,3012800,2,Gamlebyen Rode 5,,,,
301,3012900,,1,Loenga,,,,
301,3012902,3012900,2,Loenga Sør,,,,
301,3012903,3012900,2,Loenga Nord,,,,
301,3013000,,1,Bekkelaget,,,,
301,3013001,3013000,2,Grønlia,,,,
301,3013002,3013000,2,Sjursøya,,,,
301,3013003,3013000,2,Ekeberg,,,,
301,3013004,3013000,2,Ormsund,,,,
301,3013005,3013000,2,Nedre Bekkelaget,,,,
301,3013006,3013000,2,Ulvøya,,,,
301,3013007,3013000,2,Sørli,,,,
301,3013008,3013000,2,Bekkelagshøgda,,,,
301,3013009,3013000,2,Holtet,,,,
301,3013010,3013000,2,Brannfjell,,,,
301,3013011,3013000,2,Kastellet,,,,
301,3013012,3013000,2,Seterhøgda,,,,
301,3013100,,1,Nordstrand,,,,
301,3013101,3013100,2,Nedre Nordstrand,,,,
301,3013102,3013100,2,Midtåsen,,,,
301,3013104,3013100,2,Nordstrandshøgda,,,,
301,3013105,3013100,2,Bråten,,,,
301,3013106,3013100,2,Nordseter,,,,
301,3013107,3013100,2,Søndre Hellerud,,,,
301,3013108,3013100,2,Ljabru Nord,,,,
301,3013109,3013100,2,Ljabru Sør,,,,
301,3013200,,1,Ljansbyen,,,,
301,3013201,3013200,2,Ljan,,,,
301,3013202,3013200,2,Øvre Ljanskollen,,,,
301,3013203,3013200,2,Skovbakken,,,,
301,3013204,3013200,2,Holmlia Senter,,,,
301,3013205,3013200,2,Holmlia,,,,
301,3013206,3013200,2,Nedre Prinsdal,,,,
301,3013207,3013200,2,Asperud,,,,
301,3013208,3013200,2,Hauketo,,,,
301,3013209,3013200,2,Ravnåsen,,,,
301,3013210,3013200,2,Nordre Ås,,,,
301,3013211,3013200,2,Åsbråten,,,,
301,3013212,3013200,2,Hvervenbukta,,,,
301,3013213,3013200,2,Sloreåsen,,,,
301,3013214,3013200,2,Rosenholm,,,,
301,3013215,3013200,2,Øvre Prinsdal,,,,
301,3013300,,1,Rudene,,,,
301,3013301,3013300,2,Bjørnerud,,,,
301,3013302,3013300,2,Sværsvann,,,,
301,3013303,3013300,2,Godheim,,,,
301,3013304,3013300,2,Brenna,,,,
301,3013305,3013300,2,Dal,,,,
301,3013306,3013300,2,Munkerud,,,,
301,3013307,3013300,2,Mortensrud,,,,
301,3013308,3013300,2,Grønliåsen,,,,
301,3013311,3013300,2,Gjersrud,,,,
301,3013312,3013300,2,Stensrudåsen,,,,
301,3013313,3013300,2,Lofsrud,,,,
301,3013314,3013300,2,Tangen,,,,
301,3013315,3013300,2,Steinbråten,,,,
301,3013316,3013300,2,Brunåsen,,,,
301,3013318,3013300,2,Gjerdsrudhøgda,,,,
301,3013319,3013300,2,Bjørnåsen Nord,,,,
301,3013320,3013300,2,Bjørnåsen Sør,,,,
301,3013321,3013300,2,Meklenborg Nord,,,,
301,3013322,3013300,2,Meklenborg Sør,,,,
301,3013323,3013300,2,Rudshøgda Sør,,,,
301,3013324,3013300,2,Rudshøgda Nord,,,,
301,3013325,3013300,2,Rudshøgda Vest,,,,
301,3013400,,1,Langerud,,,,
301,3013401,3013400,2,Hellinga,,,,
301,3013402,3013400,2,Lambertseter Sentrum,,,,
301,3013403,3013400,2,Marmorberget,,,,
301,3013404,3013400,2,Lille Langerud,,,,
301,3013405,3013400,2,Nylænde,,,,
301,3013406,3013400,2,Karlsrud,,,,
301,3013407,3013400,2,Munkelia Sør,,,,
301,3013409,3013400,2,Bergkrystallen,,,,
301,3013411,3013400,2,Rustad,,,,
301,3013412,3013400,2,Løvsetdalen,,,,
301,3013413,3013400,2,Bogerud,,,,
301,3013414,3013400,2,Bølerlia,,,,
301,3013415,3013400,2,Haraløkka,,,,
301,3013416,3013400,2,Munkelia Nord,,,,
301,3013417,3013400,2,Stallerud,,,,
301,3013418,3013400,2,Blåfjellet Vest,,,,
301,3013419,3013400,2,Blåfjellet Nord,,,,
301,3013420,3013400,2,Blåfjellet Øst,,,,
301,3013421,3013400,2,Skullerud Nord,,,,
301,3013422,3013400,2,Skullerud Øst,,,,
301,3013423,3013400,2,Skullerud Sør,,,,
301,3013500,,1,Manglerud,,,,
301,3013502,3013500,2,Lille Ekeberg,,,,
301,3013503,3013500,2,Simensbråten,,,,
301,3013504,3013500,2,Brattlikollen,,,,
301,3013505,3013500,2,Østerli,,,,
301,3013506,3013500,2,Abildsø,,,,
301,3013507,3013500,2,Søndre Manglerud,,,,
301,3013508,3013500,2,Vestre Manglerud,,,,
301,3013509,3013500,2,Ryen,,,,
301,3013510,3013500,2,Søndre Ryen,,,,
301,3013511,3013500,2,Høgda,,,,
301,3013512,3013500,2,Svartdal,,,,
301,3013513,3013500,2,Ryenberget,,,,
301,3013514,3013500,2,Nygårdskollen,,,,
301,3013515,3013500,2,Kværner Nord,,,,
301,3013516,3013500,2,Kværner Øst,,,,
301,3013517,3013500,2,Kværner Sør,,,,
301,3013600,,1,Østensjø,,,,
301,3013601,3013600,2,Fagerlia,,,,
301,3013602,3013600,2,Nordre Manglerud,,,,
301,3013603,3013600,2,Østre Manglerud,,,,
301,3013604,3013600,2,Rognerud,,,,
301,3013605,3013600,2,Brynslia,,,,
301,3013607,3013600,2,Oppsal,,,,
301,3013609,3013600,2,Krinskollen,,,,
301,3013610,3013600,2,Bølersletta,,,,
301,3013611,3013600,2,Tveteråsen,,,,
301,3013612,3013600,2,Godlia,,,,
301,3013613,3013600,2,Skøyenåsen,,,,
301,3013614,3013600,2,Oppsaltoppen,,,,
301,3013616,3013600,2,Bryn,,,,
301,3013617,3013600,2,Ulsrud,,,,
301,3013618,3013600,2,Søndre Trasop,,,,
301,3013619,3013600,2,Høyenhall Sør,,,,
301,3013620,3013600,2,Høyenhall Nord,,,,
301,3013621,3013600,2,Eftasåsen Øst,,,,
301,3013622,3013600,2,Eftasåsen Vest,,,,
301,3013623,3013600,2,Vetland Vest,,,,
301,3013624,3013600,2,Vetland Øst,,,,
301,3013700,,1,Alfaset,,,,
301,3013701,3013700,2,Alfaset,,,,
301,3013702,3013700,2,Trosterud,,,,
301,3013703,3013700,2,Tveita,,,,
301,3013704,3013700,2,Karlstuen,,,,
301,3013705,3013700,2,Haugerud,,,,
301,3013706,3013700,2,Stordam,,,,
301,3013707,3013700,2,Nordre Trasop,,,,
301,3013708,3013700,2,Hellerud,,,,
301,3013709,3013700,2,Tørtberg,,,,
301,3013710,3013700,2,Lutvann,,,,
301,3013711,3013700,2,Østre Trasop,,,,
301,3013712,3013700,2,Stubberud,,,,
301,3013713,3013700,2,Trosterudlia,,,,
301,3013714,3013700,2,Østre Trosterud,,,,
301,3013715,3013700,2,Haukåsen,,,,
301,3013716,3013700,2,Solfjellet,,,,
301,3013717,3013700,2,Larsbråten,,,,
301,3013718,3013700,2,Trolldalen,,,,
301,3013719,3013700,2,Smalvoll,,,,
301,3013720,3013700,2,Lohøgda,,,,
301,3013721,3013700,2,Tveita Senter,,,,
301,3013800,,1,Ulsholt,,,,
301,3013801,3013800,2,Nyland,,,,
301,3013802,3013800,2,Lindberglia,,,,
301,3013803,3013800,2,Søndre Lindberg,,,,
301,3013804,3013800,2,Lindebergåsen,,,,
301,3013805,3013800,2,Nordre Lindberg,,,,
301,3013806,3013800,2,Nordre Furuset,,,,
301,3013807,3013800,2,Søndre Furuset,,,,
301,3013808,3013800,2,Sørliløkka,,,,
301,3013809,3013800,2,Gransdalen,,,,
301,3013810,3013800,2,Sletten,,,,
301,3013811,3013800,2,Bakås,,,,
301,3013812,3013800,2,Ellingsrud,,,,
301,3013813,3013800,2,Ellingsrudåsen,,,,
301,3013814,3013800,2,Furuset Stadion,,,,
301,3013815,3013800,2,Haugen,,,,
301,3013816,3013800,2,Kløftehagen,,,,
301,3013817,3013800,2,Skjønnhaug,,,,
301,3013818,3013800,2,Gran,,,,
301,3013819,3013800,2,Vestre Furuset,,,,
301,3013820,3013800,2,Bjørkheim,,,,
301,3013821,3013800,2,Skansen,,,,
301,3013900,,1,Fossum,,,,
301,3013901,3013900,2,Østre Romsås,,,,
301,3013902,3013900,2,Øvre Rommen,,,,
301,3013903,3013900,2,Tokerud,,,,
301,3013904,3013900,2,Vestli,,,,
301,3013905,3013900,2,Bånkall,,,,
301,3013906,3013900,2,Nedre Fossum,,,,
301,3013907,3013900,2,Stig,,,,
301,3013908,3013900,2,Stovnerskogen,,,,
301,3013909,3013900,2,Øvre Stovner,,,,
301,3013910,3013900,2,Vestre Høybråten,,,,
301,3013911,3013900,2,Karihaugen,,,,
301,3013912,3013900,2,Lundås,,,,
301,3013913,3013900,2,Østre Høybråten,,,,
301,3013914,3013900,2,Smedstua,,,,
301,3013915,3013900,2,Tangerud,,,,
301,3013916,3013900,2,Vestlidalen,,,,
301,3013917,3013900,2,Stovner Senter,,,,
301,3013918,3013900,2,Øvre Fossum,,,,
301,3013919,3013900,2,Vestliberget,,,,
301,3013920,3013900,2,Vestliskogen,,,,
301,3013921,3013900,2,Forsheimer,,,,
301,3013922,3013900,2,Stasjonsfjellet,,,,
301,3013923,3013900,2,Stigenga,,,,
301,3014000,,1,Grorud,,,,
301,3014001,3014000,2,Rødtvet,,,,
301,3014002,3014000,2,Ammerudskogen,,,,
301,3014003,3014000,2,Ammerud,,,,
301,3014004,3014000,2,Øvre Kaldbakken,,,,
301,3014005,3014000,2,Nedre Kaldbakken,,,,
301,3014006,3014000,2,Flaen,,,,
301,3014007,3014000,2,Nedre Grorud,,,,
301,3014008,3014000,2,Nedre Rommen,,,,
301,3014009,3014000,2,Øvre Grorud,,,,
301,3014010,3014000,2,Vestre Romsås,,,,
301,3014011,3014000,2,Vestre Rommen,,,,
301,3014012,3014000,2,Bjøråsen,,,,
301,3014013,3014000,2,Svarttjern,,,,
301,3014014,3014000,2,Apalløkka,,,,
301,3014015,3014000,2,Ammerudgrenda,,,,
301,3014016,3014000,2,Ammerudkollen,,,,
301,3014017,3014000,2,Nordtvet,,,,
301,3014018,3014000,2,Grønlund,,,,
301,3014100,,1,Bjerke,,,,
301,3014101,3014100,2,Øvre Disen,,,,
301,3014102,3014100,2,Tonsen,,,,
301,3014103,3014100,2,Tonsenhagen,,,,
301,3014104,3014100,2,Årvoll,,,,
301,3014105,3014100,2,Bjerkebanen,,,,
301,3014107,3014100,2,Økern,,,,
301,3014108,3014100,2,Risløkka,,,,
301,3014109,3014100,2,Borrebekken,,,,
301,3014111,3014100,2,Linderud,,,,
301,3014112,3014100,2,Veitvet,,,,
301,3014113,3014100,2,Sletteløkka,,,,
301,3014114,3014100,2,Sandås,,,,
301,3014115,3014100,2,Brobekk,,,,
301,3014116,3014100,2,Kolsåslia,,,,
301,3014117,3014100,2,Ymers Vei,,,,
301,3014118,3014100,2,Sandbakken,,,,
301,3014119,3014100,2,Nedre Linderud,,,,
301,3014120,3014100,2,Veitvet Vest,,,,
301,3014121,3014100,2,Veitvet Senter,,,,
301,3014122,3014100,2,Bredtvet,,,,
301,3014123,3014100,2,Refstad Sør,,,,
301,3014124,3014100,2,Refstad Nord,,,,
301,3014125,3014100,2,Vollebekk Sør,,,,
301,3014126,3014100,2,Vollebekk Nord,,,,
301,3014200,,1,Ulven,,,,
301,3014202,3014200,2,Valle,,,,
301,3014203,3014200,2,Etterstad,,,,
301,3014204,3014200,2,Helsfyr,,,,
301,3014205,3014200,2,Teisen,,,,
301,3014206,3014200,2,Søndre Fjellhus,,,,
301,3014207,3014200,2,Alnabru,,,,
301,3014208,3014200,2,Nordre Fjellhus,,,,
301,3014209,3014200,2,Nordre Hovin,,,,
301,3014210,3014200,2,Brynseng,,,,
301,3014211,3014200,2,Ensjø Øst,,,,
301,3014212,3014200,2,Ensjø Vest,,,,
301,3014213,3014200,2,Ensjø Nord,,,,
301,3014214,3014200,2,Ensjø Sør,,,,
301,3014300,,1,Hasle,,,,
301,3014301,3014300,2,Aker Sykehus,,,,
301,3014304,3014300,2,Søndre Hovin,,,,
301,3014306,3014300,2,Nordre Sinsen,,,,
301,3014307,3014300,2,Økern Senter,,,,
301,3014308,3014300,2,Løren Øst,,,,
301,3014309,3014300,2,Løren Vest,,,,
301,3014310,3014300,2,Frydenberg Øst,,,,
301,3014311,3014300,2,Frydenberg Nord,,,,
301,3014312,3014300,2,Frydenberg Vest,,,,
301,3014313,3014300,2,Lille Tøyen Nord,,,,
301,3014314,3014300,2,Lille Tøyen Vest,,,,
301,3014315,3014300,2,Lille Tøyen Øst,,,,
301,3014400,,1,Grefsenlia,,,,
301,3014401,3014400,2,Frysjå,,,,
301,3014402,3014400,2,Kjelsås,,,,
301,3014403,3014400,2,Grefsenplatået,,,,
301,3014405,3014400,2,Lillo Terrasse,,,,
301,3014406,3014400,2,Grefsen,,,,
301,3014407,3014400,2,Disen,,,,
301,3014408,3014400,2,Lofthus,,,,
301,3014409,3014400,2,Myrer,,,,
301,3014410,3014400,2,Rønningen,,,,
301,3014411,3014400,2,Brekke,,,,
301,3014412,3014400,2,Nordre Åsen,,,,
301,3014413,3014400,2,Brekkestranda,,,,
301,3014414,3014400,2,Nordre Grefsen,,,,
301,3014415,3014400,2,Storo,,,,
301,3014416,3014400,2,Akebakkeskogen,,,,
301,3014417,3014400,2,Grefsenlia,,,,
301,3014418,3014400,2,Myrerskog,,,,
301,3014419,3014400,2,Nydalen Vest,,,,
301,3014420,3014400,2,Nydalen Øst,,,,
301,3014500,,1,Tåsen,,,,
301,3014501,3014500,2,Kringsjå,,,,
301,3014502,3014500,2,Langmyr,,,,
301,3014503,3014500,2,Sogn,,,,
301,3014504,3014500,2,Nordberg,,,,
301,3014505,3014500,2,Ullevål Hageby,,,,
301,3014506,3014500,2,Berg,,,,
301,3014507,3014500,2,Nygård,,,,
301,3014508,3014500,2,Havnajordet,,,,
301,3014509,3014500,2,Korsvoll,,,,
301,3014510,3014500,2,Nordre Ullevål,,,,
301,3014511,3014500,2,Ullevål Stadion,,,,
301,3014512,3014500,2,Tåsen,,,,
301,3014513,3014500,2,Bakke,,,,
301,3014600,,1,Ris,,,,
301,3014601,3014600,2,Vettakollen,,,,
301,3014602,3014600,2,Slemdal,,,,
301,3014603,3014600,2,Risbakken,,,,
301,3014604,3014600,2,Vindern,,,,
301,3014605,3014600,2,Blindern,,,,
301,3014606,3014600,2,Vestgrenda,,,,
301,3014607,3014600,2,Solvang,,,,
301,3014608,3014600,2,Sognsvann,,,,
301,3014609,3014600,2,Gaustad,,,,
301,3014610,3014600,2,Vestre Solvang,,,,
301,3014611,3014600,2,Gråkammen,,,,
