kommuneCode,code,parentCode,level,name,shortName,notes,validFrom,validTo
1835,18350101,18350100,2,Husøy,,,,
1835,18350102,18350100,2,Sanna,,,,
1835,18350103,18350100,2,Stortorvær,,,,
1835,18350104,18350100,2,Selvær - Dørvær,,,,
1835,18359900,,1,Uoppgitt delområde,,,,
1835,18359999,18359900,2,Uoppgitt grunnkrets,,,,
1836,18360100,,1,Rødøy,,,,
1836,18360101,18360100,2,Myken,,,,
1836,18360102,18360100,2,Svinvær,,,,
1836,18360103,18360100,2,Sleipnes,,,,
1836,18360104,18360100,2,Tjong,,,,
1836,18360105,18360100,2,Indre Tjongsfjord,,,,
1836,18360106,18360100,2,Værangfjord,,,,
1836,18360107,18360100,2,Melfjordbotn,,,,
1836,18360108,18360100,2,Østre Sørfjord,,,,
1836,18360109,18360100,2,Vestre Sørfjord,,,,
1836,18360110,18360100,2,Selsøyvik,,,,
1836,18360111,18360100,2,Gjerøy,,,,
1836,18360112,18360100,2,Rødøy,,,,
1836,18360113,18360100,2,Nordnesøy,,,,
1836,18360114,18360100,2,Storselsøy,,,,
1836,18369900,,1,Uoppgitt delområde,,,,
1836,18369999,18369900,2,Uoppgitt grunnkrets,,,,
1837,18370100,,1,Nordre Meløy,,,,
1837,18370101,18370100,2,Bolga,,,,
1837,18370102,18370100,2,Meløy,,,,
1837,18370103,18370100,2,Støtt,,,,
1837,18370104,18370100,2,Mesøy - Teksmona - Sandvika,,,,
1837,18370105,18370100,2,Kunna - Dalen,,,,
1837,18370106,18370100,2,Reipå - Fore,,,,
1837,18370107,18370100,2,Reipå - Marken,,,,
1837,18370108,18370100,2,Torsvik - Mosvold,,,,
1837,18370109,18370100,2,Mosvold - Ørnes,,,,
1837,18370110,18370100,2,Ørnes - Spildervik,,,,
1837,18370111,18370100,2,Spildra - Øvre,,,,
1837,18370112,18370100,2,Vaatvik - Spildra,,,,
1837,18370113,18370100,2,Sandå,,,,
1837,18370114,18370100,2,Neverdal,,,,
1837,18370200,,1,Søndre Meløy,,,,
1837,18370201,18370200,2,Åmøy,,,,
1837,18370202,18370200,2,Grønøy,,,,
1837,18370203,18370200,2,Vallsjøen,,,,
1837,18370204,18370200,2,Vassdalsvik,,,,
1837,18370206,18370200,2,Indre Holandsfjord,,,,
1837,18370207,18370200,2,Ytre Holandsfjord,,,,
1837,18370208,18370200,2,Ågskardet,,,,
1837,18370209,18370200,2,Forøy,,,,
1837,18370210,18370200,2,Halsa,,,,
1837,18370211,18370200,2,Halsosa,,,,
1837,18370212,18370200,2,Osa - Skura,,,,
1837,18370213,18370200,2,Enga,,,,
1837,18370214,18370200,2,Breivik - Bjerangen,,,,
1837,18370215,18370200,2,Oldra - Kjeldal,,,,
1837,18370300,,1,Glomfjord,,,,
1837,18370301,18370300,2,Selstad,,,,
1837,18370302,18370300,2,Haugvik,,,,
1837,18370303,18370300,2,Vassaksla,,,,
1837,18370304,18370300,2,Glomen,,,,
1837,18370305,18370300,2,Glomfjellet,,,,
1837,18379900,,1,Uoppgitt delområde,,,,
1837,18379999,18379900,2,Uoppgitt grunnkrets,,,,
1838,18380100,,1,Søndre Gildeskål,,,,
1838,18380101,18380100,2,Grytvik - Kvarsnes,,,,
1838,18380102,18380100,2,Morsdalfjorden,,,,
1838,18380103,18380100,2,Sund,,,,
1838,18380104,18380100,2,Inndyr Nordre,,,,
1838,18380105,18380100,2,Inndyr Søndre,,,,
1838,18380106,18380100,2,Skaugvoll,,,,
1838,18380107,18380100,2,Sørfjorden,,,,
1838,18380108,18380100,2,Forstranda,,,,
1838,18380109,18380100,2,Grimstad - Mevik,,,,
1838,18380110,18380100,2,Storvik - Finnes,,,,
1838,18380111,18380100,2,Fugløya,,,,
1838,18380112,18380100,2,Femris,,,,
1838,18380113,18380100,2,Sundsfjordfjellet,,,,
1838,18380200,,1,Nordre Gildeskål,,,,
1838,18380201,18380200,2,Fleinvær,,,,
1838,18380202,18380200,2,Sørarnøy,,,,
1838,18380203,18380200,2,Nordarnøy,,,,
1838,18380204,18380200,2,Mårnes,,,,
1838,18380205,18380200,2,Våg,,,,
1838,18380206,18380200,2,Lekanger,,,,
1838,18380207,18380200,2,Vikan,,,,
1838,18380208,18380200,2,Nerlandet,,,,
1838,18380209,18380200,2,Sandnes - Kummeren,,,,
1838,18380210,18380200,2,Kjøpstad,,,,
1838,18380211,18380200,2,Kjelling,,,,
1838,18380212,18380200,2,Saura - Skålsvik,,,,
1838,18380213,18380200,2,Nygård - Ertevåg,,,,
1838,18380214,18380200,2,Fleina,,,,
1838,18389900,,1,Uoppgitt delområde,,,,
1838,18389999,18389900,2,Uoppgitt grunnkrets,,,,
1839,18390100,,1,Beiarn,,,,
1839,18390101,18390100,2,Øynes,,,,
1839,18390102,18390100,2,Arstad,,,,
1839,18390103,18390100,2,Moldjord,,,,
1839,18390104,18390100,2,Navjord,,,,
1839,18390105,18390100,2,Strand,,,,
1839,18390106,18390100,2,Ness,,,,
1839,18390107,18390100,2,Storjord,,,,
1839,18390108,18390100,2,Høyforslett,,,,
1839,18390109,18390100,2,Israelsbakk,,,,
1839,18390110,18390100,2,Blåmoli,,,,
1839,18390111,18390100,2,Hammernes Lille,,,,
1839,18390112,18390100,2,Gråtådalen - Fiskedalen,,,,
1839,18390113,18390100,2,Revfjellet,,,,
1839,18399900,,1,Uoppgitt delområde,,,,
1839,18399999,18399900,2,Uoppgitt grunnkrets,,,,
1840,18400100,,1,Nedre Saltdal,,,,
1840,18400101,18400100,2,Vik,,,,
1840,18400102,18400100,2,Os,,,,
1840,18400103,18400100,2,Saltnes,,,,
1840,18400104,18400100,2,Fiskvågmo,,,,
1840,18400105,18400100,2,Rognan Sentrum,,,,
1840,18400106,18400100,2,Høgbakken,,,,
1840,18400107,18400100,2,Bakken,,,,
1840,18400108,18400100,2,Langset,,,,
1840,18400109,18400100,2,Setså,,,,
1840,18400110,18400100,2,Saksenvik,,,,
1840,18400111,18400100,2,Ballvatn,,,,
1840,18400112,18400100,2,Nestby,,,,
1840,18400113,18400100,2,Medby,,,,
1840,18400114,18400100,2,Sundby,,,,
1840,18400115,18400100,2,Drageid,,,,
1840,18400200,,1,Øvre Saltdal,,,,
1840,18400201,18400200,2,Pothus,,,,
1840,18400202,18400200,2,Evenesdal,,,,
1840,18400203,18400200,2,Junkerdal,,,,
1840,18400204,18400200,2,Kjemåga,,,,
1840,18400205,18400200,2,Bleiknes,,,,
1840,18400206,18400200,2,Rusånes,,,,
1840,18400207,18400200,2,Storalm,,,,
1840,18400208,18400200,2,Røkland,,,,
1840,18400209,18400200,2,Kvæle,,,,
1840,18400210,18400200,2,Saltfjell,,,,
1840,18409900,,1,Uoppgitt delområde,,,,
1840,18409999,18409900,2,Uoppgitt grunnkrets,,,,
1841,18410100,,1,Sulitjelma,,,,
1841,18410101,18410100,2,Kjellvann,,,,
1841,18410102,18410100,2,Fagerli,,,,
1841,18410103,18410100,2,Sandnes,,,,
1841,18410104,18410100,2,Charlotta,,,,
1841,18410105,18410100,2,Furulund,,,,
1841,18410106,18410100,2,Glastunes,,,,
1841,18410107,18410100,2,Bursimarka,,,,
1841,18410108,18410100,2,Sorjus,,,,
1841,18410109,18410100,2,Sjønstådal,,,,
1841,18410200,,1,Finneid,,,,
1841,18410201,18410200,2,Leivset,,,,
1841,18410202,18410200,2,Øvre Vatnan,,,,
1841,18410203,18410200,2,Nedre Vatnan,,,,
1841,18410204,18410200,2,Bratthaugen,,,,
1841,18410205,18410200,2,Finneid,,,,
1841,18410300,,1,Fauske,,,,
1841,18410301,18410300,2,Vika,,,,
1841,18410302,18410300,2,Sjåheia,,,,
1841,18410303,18410300,2,Hauan,,,,
1841,18410304,18410300,2,Jernbanen,,,,
1841,18410305,18410300,2,Sentrum,,,,
1841,18410306,18410300,2,Follaveien,,,,
1841,18410307,18410300,2,Erikstad,,,,
1841,18410308,18410300,2,Stranda,,,,
1841,18410309,18410300,2,Vestmyra,,,,
1841,18410310,18410300,2,Søbbesva,,,,
1841,18410311,18410300,2,Grønåsveien,,,,
1841,18410312,18410300,2,Rødås - Grønås,,,,
1841,18410313,18410300,2,Kvitblik,,,,
1841,18410314,18410300,2,Åsgårdene,,,,
1841,18410315,18410300,2,Tverå,,,,
1841,18410316,18410300,2,Klungset,,,,
1841,18410317,18410300,2,Øynes,,,,
1841,18410400,,1,Valnesfjord,,,,
1841,18410401,18410400,2,Jordbru,,,,
1841,18410402,18410400,2,Kosmo,,,,
1841,18410403,18410400,2,Bringsli,,,,
1841,18410404,18410400,2,Helskog,,,,
1841,18410405,18410400,2,Strømsnes,,,,
1841,18410406,18410400,2,Nordvik - Kistrand,,,,
1841,18410407,18410400,2,Stemland,,,,
1841,18410408,18410400,2,Løkås,,,,
1841,18410409,18410400,2,Venset,,,,
1841,18419900,,1,Uoppgitt delområde,,,,
1841,18419999,18419900,2,Uoppgitt grunnkrets,,,,
1845,18450100,,1,Straumen,,,,
1845,18450101,18450100,2,Haukenes,,,,
1845,18450102,18450100,2,Sagfjord,,,,
1845,18450103,18450100,2,Styrkesnes,,,,
1845,18450104,18450100,2,Engan,,,,
1845,18450105,18450100,2,Mørsvikbotn,,,,
1845,18450106,18450100,2,Sørfjord,,,,
1845,18450200,,1,Røsvik,,,,
1845,18450201,18450200,2,Røsvik,,,,
1845,18450202,18450200,2,Ånsvik - Kines,,,,
1845,18450203,18450200,2,Djupvik,,,,
1845,18450204,18450200,2,Straumen,,,,
1845,18450205,18450200,2,Megården,,,,
1845,18450206,18450200,2,Kvarv,,,,
1845,18459900,,1,Uoppgitt delområde,,,,
1845,18459999,18459900,2,Uoppgitt grunnkrets,,,,
1848,18480100,,1,Steigen,,,,
1848,18480101,18480100,2,Stensland - Skramstad - Straumfjorden,,,,
1848,18480102,18480100,2,Nyvoll - Fure,,,,
1848,18480103,18480100,2,Vinsnes - Skånland,,,,
1848,18480104,18480100,2,Liland - Holkestad,,,,
1848,18480105,18480100,2,Steigen,,,,
1848,18480106,18480100,2,Korsaksel - Mølleskog,,,,
1848,18480107,18480100,2,Myklebostad - Haug,,,,
1848,18480108,18480100,2,Hammer - Røtnes,,,,
1848,18480109,18480100,2,Lillesæter,,,,
1848,18480110,18480100,2,Bø,,,,
1848,18480111,18480100,2,Lundøy,,,,
1848,18480200,,1,Nordfold - Leiranger,,,,
1848,18480201,18480200,2,Bjørsvik - Hopen,,,,
1848,18480202,18480200,2,Vinkfjord,,,,
1848,18480203,18480200,2,Stamsvik,,,,
1848,18480204,18480200,2,Helnessund,,,,
1848,18480205,18480200,2,Hustoft,,,,
1848,18480206,18480200,2,Nordskott,,,,
1848,18480207,18480200,2,Saursfjord,,,,
1848,18480208,18480200,2,Leinesfjord,,,,
1848,18480209,18480200,2,Åsjord,,,,
1848,18480210,18480200,2,Breivik,,,,
1848,18480211,18480200,2,Marhaug,,,,
1848,18480212,18480200,2,Nordfold,,,,
1848,18480213,18480200,2,Lakså,,,,
1848,18489900,,1,Uoppgitt delområde,,,,
1848,18489999,18489900,2,Uoppgitt grunnkrets,,,,
1850,18500100,,1,Tysfjord,,,,
1850,18509900,,1,Uoppgitt delområde,,,,
1850,18509999,18509900,2,Uoppgitt grunnkrets,,,,
1851,18510100,,1,Lødingen,,,,
1851,18510101,18510100,2,Kvannkjosen - Svartskard,,,,
1851,18510102,18510100,2,Øksfjord,,,,
1851,18510103,18510100,2,Øksnes,,,,
1851,18510104,18510100,2,Vestbygd,,,,
1851,18510105,18510100,2,Offersøy,,,,
1851,18510106,18510100,2,Rinøyvåg,,,,
1851,18510107,18510100,2,Erikstad,,,,
1851,18510108,18510100,2,Kanstad,,,,
1851,18510109,18510100,2,Strand,,,,
1851,18510110,18510100,2,Lødingen,,,,
1851,18510111,18510100,2,Feneset,,,,
1851,18510112,18510100,2,Nes - Øygården,,,,
1851,18519900,,1,Uoppgitt delområde,,,,
1851,18519999,18519900,2,Uoppgitt grunnkrets,,,,
1853,18530100,,1,Evenes,,,,
1853,18530101,18530100,2,Tårstad,,,,
1853,18530103,18530100,2,Liland,,,,
1853,18530105,18530100,2,Lakså,,,,
1853,18530108,18530100,2,Evenes Kirke,,,,
1853,18530109,18530100,2,Evenesmark,,,,
1853,18530110,18530100,2,Myrnes,,,,
1853,18530111,18530100,2,Osmark,,,,
1853,18530112,18530100,2,Liavik - Sommervik,,,,
1853,18530113,18530100,2,Bogen,,,,
1853,18530114,18530100,2,Lenvik - Lenvikmark,,,,
1853,18530115,18530100,2,Austervik - Botn,,,,
1853,18530116,18530100,2,Forra,,,,
1853,18530117,18530100,2,Veggen,,,,
1853,18539900,,1,Uoppgitt delområde,,,,
1853,18539999,18539900,2,Uoppgitt grunnkrets,,,,
1856,18560100,,1,Røst,,,,
1856,18560101,18560100,2,Ystnes,,,,
1856,18560102,18560100,2,Stamnes,,,,
1856,18560103,18560100,2,Nes - Meland,,,,
1856,18569900,,1,Uoppgitt delområde,,,,
1856,18569999,18569900,2,Uoppgitt grunnkrets,,,,
1857,18570100,,1,Værøy,,,,
1857,18570101,18570100,2,Sørværøy,,,,
1857,18570102,18570100,2,Nordværøy,,,,
1857,18579900,,1,Uoppgitt delområde,,,,
1857,18579999,18579900,2,Uoppgitt grunnkrets,,,,
1859,18590100,,1,Flakstad,,,,
1859,18590101,18590100,2,Myrland - Sandnes - Napp,,,,
1859,18590102,18590100,2,Vikten - Våreide - Kilan,,,,
1859,18590103,18590100,2,Nusfjord - Strømø,,,,
1859,18590104,18590100,2,Nesland - Skjelfjord,,,,
1859,18590105,18590100,2,Ramberg - Flakstad,,,,
1859,18590106,18590100,2,Sund - Strømsnes,,,,
1859,18590107,18590100,2,Mølnarodden - Andopen,,,,
1859,18590108,18590100,2,Krystad - Selfjord,,,,
1859,18590109,18590100,2,Hovdan - Torsfjord - Korshav,,,,
1859,18590110,18590100,2,Valle - Ytresand,,,,
1859,18599900,,1,Uoppgitt delområde,,,,
1859,18599999,18599900,2,Uoppgitt grunnkrets,,,,
1860,18600100,,1,Borge - Valberg,,,,
1860,18600101,18600100,2,Kvalnes - Rekdal,,,,
1860,18600102,18600100,2,Smedvik,,,,
1860,18600103,18600100,2,Lyngedal,,,,
1860,18600104,18600100,2,Malnes,,,,
1860,18600105,18600100,2,Horn,,,,
1860,18600106,18600100,2,Valberg,,,,
1860,18600107,18600100,2,Rolvsfjord,,,,
1860,18600108,18600100,2,Li,,,,
1860,18600109,18600100,2,Knutstad,,,,
1860,18600110,18600100,2,Borgfjord,,,,
1860,18600111,18600100,2,Bøstad,,,,
1860,18600112,18600100,2,Evjen,,,,
1860,18600113,18600100,2,Eggum,,,,
1860,18600114,18600100,2,Haukland,,,,
1860,18600115,18600100,2,Bø,,,,
1860,18600200,,1,Hol Østre,,,,
1860,18600201,18600200,2,Kangerud - Justad,,,,
1860,18600202,18600200,2,Storosnes,,,,
1860,18600203,18600200,2,Stamsund,,,,
1860,18600204,18600200,2,Svarholt,,,,
1860,18600205,18600200,2,Vaagen,,,,
1860,18600206,18600200,2,Steine,,,,
1860,18600207,18600200,2,Ure,,,,
1860,18600208,18600200,2,Sennesvik,,,,
1860,18600209,18600200,2,Storfjord,,,,
1860,18600300,,1,Hol Vestre,,,,
1860,18600301,18600300,2,Petvik,,,,
1860,18600302,18600300,2,Hol,,,,
1860,18600303,18600300,2,Leknes Øst,,,,
1860,18600304,18600300,2,Himmelstein,,,,
1860,18600305,18600300,2,Bolle,,,,
1860,18600306,18600300,2,Leknes Vest,,,,
1860,18600400,,1,Buksnes Søndre,,,,
1860,18600401,18600400,2,Ballstad,,,,
1860,18600402,18600400,2,Reine,,,,
1860,18600403,18600400,2,Skotnes - Skarsjø,,,,
1860,18600404,18600400,2,Horn - Sund - Vetting,,,,
1860,18600405,18600400,2,Gjerstad,,,,
1860,18600406,18600400,2,Buksnes,,,,
1860,18600407,18600400,2,Haug - Lilleeide - Storeide,,,,
1860,18600500,,1,Buksnes Nordre,,,,
1860,18600501,18600500,2,Unstad,,,,
1860,18600502,18600500,2,Saupstad,,,,
1860,18600503,18600500,2,Klepstad,,,,
1860,18600504,18600500,2,Eltoft,,,,
1860,18600505,18600500,2,Liland,,,,
1860,18600506,18600500,2,Ostad - Skjerpen - Nymarken,,,,
1860,18600507,18600500,2,Rise - Vold - Farstad,,,,
1860,18600509,18600500,2,Bø - Opdøl - Skullbru,,,,
1860,18600510,18600500,2,Valberget,,,,
1860,18600511,18600500,2,Vik - Reppe,,,,
1860,18609900,,1,Uoppgitt delområde,,,,
1860,18609999,18609900,2,Uoppgitt grunnkrets,,,,
1865,18650100,,1,Vågan Østre,,,,
1865,18650101,18650100,2,Ytre Austnesfjord,,,,
1865,18650102,18650100,2,Laupstad - Liland,,,,
1865,18650103,18650100,2,Øyhelle - Ulvåg,,,,
1865,18650104,18650100,2,Årsteinøy - Kjellernes - Storfjell,,,,
1865,18650105,18650100,2,Brettesnes - L.molla,,,,
1865,18650106,18650100,2,Skrova,,,,
1865,18650200,,1,Vågan Vestre,,,,
1865,18650201,18650200,2,Kabelvåg Nord - Mølnosen,,,,
1865,18650202,18650200,2,Kabelvåg Øst,,,,
1865,18650203,18650200,2,Kabelvåg Vest,,,,
1865,18650204,18650200,2,Ørsvåg,,,,
1865,18650205,18650200,2,Ørsnes,,,,
1865,18650206,18650200,2,Hopen - Rørvik - Festvåg,,,,
1865,18650207,18650200,2,Henningsvær,,,,
1865,18650300,,1,Vågan Nordre,,,,
1865,18650301,18650300,2,Lyngvær,,,,
1865,18650302,18650300,2,Kleppstad,,,,
1865,18650303,18650300,2,Gimsøy,,,,
1865,18650304,18650300,2,Rystad,,,,
1865,18650305,18650300,2,Sydalen - Gravermark,,,,
1865,18650306,18650300,2,Brenna,,,,
1865,18650307,18650300,2,Sundlandsfjord,,,,
1865,18650308,18650300,2,Laukvik - Delp,,,,
1865,18650400,,1,Svolvær,,,,
1865,18650401,18650400,2,Lilleøya 1,,,,
1865,18650402,18650400,2,Lilleøya 2,,,,
1865,18650403,18650400,2,Lilleøya 3,,,,
1865,18650404,18650400,2,Lilleøya 4,,,,
1865,18650405,18650400,2,Lilleøya 5,,,,
1865,18650406,18650400,2,Lilleøya 6,,,,
1865,18650407,18650400,2,Lilleøya 7,,,,
1865,18650408,18650400,2,Storøya,,,,
1865,18650409,18650400,2,Nonshaugen,,,,
1865,18650410,18650400,2,Solheim,,,,
1865,18650411,18650400,2,Knausen,,,,
1865,18650412,18650400,2,Nybyen - Marinehaugen,,,,
1865,18650413,18650400,2,Øvre Nybyen,,,,
1865,18650414,18650400,2,Øverværet - Melkerdalen,,,,
1865,18650415,18650400,2,Stranda - Knutmarka,,,,
1865,18650416,18650400,2,Osan,,,,
1865,18650417,18650400,2,Svinøya - Kuba,,,,
1865,18659900,,1,Uoppgitt delområde,,,,
1865,18659999,18659900,2,Uoppgitt grunnkrets,,,,
1866,18660100,,1,Langøya,,,,
1866,18660101,18660100,2,Fleines,,,,
1866,18660102,18660100,2,Vik,,,,
1866,18660103,18660100,2,Grønning,,,,
1866,18660104,18660100,2,Sandnes,,,,
1866,18660105,18660100,2,Hov,,,,
1866,18660106,18660100,2,Haukenes,,,,
1866,18660107,18660100,2,Grytting,,,,
1866,18660200,,1,Stokmarknes,,,,
1866,18660201,18660200,2,Breivik,,,,
1866,18660202,18660200,2,Bergvik,,,,
1866,18660203,18660200,2,Tømmervik,,,,
1866,18660204,18660200,2,Stokmarknes Vest,,,,
1866,18660205,18660200,2,Stokmarknes Sentrum,,,,
1866,18660206,18660200,2,Stokmarknes Søndre,,,,
1866,18660207,18660200,2,Andvågen,,,,
1866,18660208,18660200,2,Børøy,,,,
1866,18660209,18660200,2,Lekang,,,,
1866,18660300,,1,Melbu,,,,
1866,18660301,18660300,2,Ekren,,,,
1866,18660302,18660300,2,Gulstad,,,,
1866,18660303,18660300,2,Melbu Øst,,,,
1866,18660304,18660300,2,Melbu Sentrum,,,,
1866,18660305,18660300,2,Melbu Vest,,,,
1866,18660306,18660300,2,Ongstad,,,,
1866,18660307,18660300,2,Taen,,,,
1866,18660400,,1,Raftsundet,,,,
1866,18660401,18660400,2,Sand,,,,
1866,18660402,18660400,2,Strønstad,,,,
1866,18660403,18660400,2,Budal,,,,
1866,18660404,18660400,2,Holdøy,,,,
1866,18660405,18660400,2,Ulvøy,,,,
1866,18660406,18660400,2,Tengelfjord,,,,
1866,18660407,18660400,2,Myrland,,,,
1866,18660408,18660400,2,Hanøy,,,,
1866,18660409,18660400,2,Helgenes,,,,
1866,18660410,18660400,2,Kaljord,,,,
1866,18660411,18660400,2,Hennes,,,,
1866,18660412,18660400,2,Kvitnes,,,,
1866,18669900,,1,Uoppgitt delområde,,,,
1866,18669999,18669900,2,Uoppgitt grunnkrets,,,,
1867,18670100,,1,Bø Nordre,,,,
1867,18670101,18670100,2,Ringstad,,,,
1867,18670102,18670100,2,Ramberg,,,,
1867,18670103,18670100,2,Bøstrand,,,,
1867,18670104,18670100,2,Steine,,,,
1867,18670105,18670100,2,Skagen,,,,
1867,18670106,18670100,2,Vinje,,,,
1867,18670107,18670100,2,Grimstad,,,,
1867,18670200,,1,Bø Søndre,,,,
1867,18670201,18670200,2,Fjærvoll,,,,
1867,18670202,18670200,2,Søberg,,,,
1867,18670203,18670200,2,Forøen - Hole,,,,
1867,18670204,18670200,2,Straumsjøen,,,,
1867,18670205,18670200,2,Vea,,,,
1867,18670206,18670200,2,Gåsland - Klaksjorden,,,,
1867,18670300,,1,Malnes,,,,
1867,18670301,18670300,2,Haugsnes,,,,
1867,18670302,18670300,2,Jørland,,,,
1867,18670303,18670300,2,Kråkberget,,,,
1867,18670304,18670300,2,Haugen,,,,
1867,18670305,18670300,2,Rise,,,,
1867,18670306,18670300,2,Skålbrekk,,,,
1867,18670307,18670300,2,Eidet,,,,
1867,18670308,18670300,2,Nykvåg,,,,
1867,18670309,18670300,2,Hovden,,,,
1867,18670310,18670300,2,Utskår,,,,
1867,18679900,,1,Uoppgitt delområde,,,,
1867,18679999,18679900,2,Uoppgitt grunnkrets,,,,
1868,18680100,,1,Langenes,,,,
1868,18680101,18680100,2,Husjord,,,,
1868,18680102,18680100,2,Klo,,,,
1868,18680103,18680100,2,Strengelvåg,,,,
1868,18680104,18680100,2,Gisløy,,,,
1868,18680105,18680100,2,Sørvågen,,,,
1868,18680106,18680100,2,Meløy - Indstøy,,,,
1868,18680107,18680100,2,Alsvåg,,,,
1868,18680108,18680100,2,Toftenes,,,,
1868,18680200,,1,Øksnes,,,,
1868,18680201,18680200,2,Nyksund,,,,
1868,18680202,18680200,2,Høydal - Kråknes,,,,
1868,18680203,18680200,2,Myre Øvre - Nedre,,,,
1868,18680204,18680200,2,Sommarøy,,,,
1868,18680205,18680200,2,Myre - Høydal,,,,
1868,18680206,18680200,2,Steinland - Bollvåg - Gullvik,,,,
1868,18680207,18680200,2,Elvenes - Holmbakken - Lien,,,,
1868,18680208,18680200,2,Romset,,,,
1868,18680209,18680200,2,Sandset,,,,
1868,18680210,18680200,2,Finvåg,,,,
1868,18680211,18680200,2,Skipnes,,,,
1868,18680212,18680200,2,Skogsøy,,,,
1868,18689900,,1,Uoppgitt delområde,,,,
1868,18689999,18689900,2,Uoppgitt grunnkrets,,,,
1870,18700100,,1,Vest - Nord,,,,
1870,18700101,18700100,2,Holm,,,,
1870,18700102,18700100,2,Bremnes,,,,
1870,18700103,18700100,2,Vik,,,,
1870,18700104,18700100,2,Jennestad,,,,
1870,18700105,18700100,2,Stranden,,,,
1870,18700106,18700100,2,Holmstad,,,,
1870,18700107,18700100,2,Valfjord,,,,
1870,18700108,18700100,2,Sildpollen,,,,
1870,18700109,18700100,2,Solum,,,,
1870,18700110,18700100,2,Frøskeland,,,,
1870,18700200,,1,Syd - Sentrum,,,,
1870,18700201,18700200,2,Holand,,,,
1870,18700202,18700200,2,Bø,,,,
1870,18700203,18700200,2,Steiro,,,,
1870,18700204,18700200,2,Strandskog,,,,
1870,18700205,18700200,2,Nattland,,,,
1870,18700206,18700200,2,Vestmarka 4,,,,
1870,18700207,18700200,2,Lykketreff,,,,
1870,18700208,18700200,2,Vestmarka 1  2 - 3,,,,
1870,18700209,18700200,2,Sortland,,,,
1870,18700210,18700200,2,Brekka,,,,
1870,18700211,18700200,2,Selnes,,,,
1870,18700300,,1,Nord - Øst,,,,
1870,18700301,18700300,2,Reinsnes,,,,
1870,18700302,18700300,2,Liland,,,,
1870,18700303,18700300,2,Hognfjord,,,,
1870,18700304,18700300,2,Strand,,,,
1870,18700305,18700300,2,Osvolldalen,,,,
1870,18700306,18700300,2,Kjerringnesdalen,,,,
1870,18700307,18700300,2,Sigerfjord,,,,
1870,18700308,18700300,2,Ridderset,,,,
1870,18700309,18700300,2,Blokken,,,,
1870,18700310,18700300,2,Godfjord,,,,
1870,18709900,,1,Uoppgitt delområde,,,,
1870,18709999,18709900,2,Uoppgitt grunnkrets,,,,
1871,18710100,,1,Andenes,,,,
1871,18710101,18710100,2,Andenes 1,,,,
1871,18710102,18710100,2,Andenes 2,,,,
1871,18710103,18710100,2,Andenes 3,,,,
1871,18710104,18710100,2,Andenes 4,,,,
1871,18710105,18710100,2,Andenes 5,,,,
1871,18710106,18710100,2,Andenes 6,,,,
1871,18710107,18710100,2,Andenes 7,,,,
1871,18710108,18710100,2,Andenes 8,,,,
1871,18710109,18710100,2,Haugnes,,,,
1871,18710110,18710100,2,Fiskenes - Skarstein,,,,
1871,18710111,18710100,2,Bleik,,,,
1871,18710200,,1,Dverberg,,,,
1871,18710201,18710200,2,Breivik - Ramså,,,,
1871,18710202,18710200,2,Saura - Kvalnesberget,,,,
1871,18710203,18710200,2,Dverberg,,,,
1871,18710204,18710200,2,Myre,,,,
1871,18710205,18710200,2,Sellevoll,,,,
1871,18710206,18710200,2,Stave - Skogvoll,,,,
1871,18710207,18710200,2,Nordmela,,,,
1871,18710208,18710200,2,Fjellgårdene - Ånes - Åbru,,,,
1871,18710209,18710200,2,Åse,,,,
1871,18710300,,1,Bjørnskinn,,,,
1871,18710301,18710300,2,Buksnesfjord - Lovik,,,,
1871,18710302,18710300,2,Forfjord - Medby - Fornes,,,,
1871,18710303,18710300,2,Skjolde,,,,
1871,18710304,18710300,2,Åkenes,,,,
1871,18710305,18710300,2,Stokland,,,,
1871,18710306,18710300,2,Risøyhamn,,,,
1871,18710307,18710300,2,Bjørnskinn,,,,
1871,18710308,18710300,2,Bøgard,,,,
1871,18710309,18710300,2,Nøss,,,,
1871,18719900,,1,Uoppgitt delområde,,,,
1871,18719999,18719900,2,Uoppgitt grunnkrets,,,,
1874,18740100,,1,Moskenes,,,,
1874,18740101,18740100,2,Kirkefjord,,,,
1874,18740102,18740100,2,Hamnøy,,,,
1874,18740103,18740100,2,Reine,,,,
1874,18740104,18740100,2,Andøy,,,,
1874,18740105,18740100,2,Vinstad,,,,
1874,18740106,18740100,2,Sørvågen,,,,
1874,18740107,18740100,2,Å - Tind,,,,
1874,18740108,18740100,2,Ånstad - Helle,,,,
1874,18740109,18740100,2,Vorfjord,,,,
1874,18749900,,1,Uoppgitt delområde,,,,
1874,18749999,18749900,2,Uoppgitt grunnkrets,,,,
1875,18750100,,1,Hamarøy,,,,
1875,18750101,18750100,2,Sørkil,,,,
1875,18750102,18750100,2,Ulvsvåg,,,,
1875,18750103,18750100,2,Kalvåg,,,,
1875,18750104,18750100,2,Oppeid,,,,
1875,18750105,18750100,2,Vassbotn,,,,
1875,18750106,18750100,2,Helland,,,,
1875,18750107,18750100,2,Tranøy,,,,
1875,18750108,18750100,2,Buvåg,,,,
1875,18750109,18750100,2,Hamsund,,,,
1875,18750110,18750100,2,Lilandsås,,,,
1875,18750111,18750100,2,Røsvik,,,,
1875,18750112,18750100,2,Skutvik,,,,
